storeid,HealthyStore,StoreSize,StoreLayout,customerID,gender,WhoShoppingFor,Vegetarian,ShoppingStyle,CouponUser,week,CouponSequence,CarryOver,CouponValue,AmountSpent
22,Regular store,Medium,Emphasizes bakery,0139-OBVAG,Female,Self and spouse,Yes,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,117.32
22,Regular store,Medium,Emphasizes bakery,2093-MAYUB,Female,Self,No,Biweekly; in bulk,From both,1,"3,1,4,2",0,15 percent,188.32
22,Regular store,Medium,Emphasizes bakery,2093-MAYUB,Female,Self,No,Biweekly; in bulk,From both,2,"3,1,4,2",3,00 No value,0
22,Regular store,Medium,Emphasizes bakery,2093-MAYUB,Female,Self,No,Biweekly; in bulk,From both,3,"3,1,4,2",1,25 percent,195.78
22,Regular store,Medium,Emphasizes bakery,2093-MAYUB,Female,Self,No,Biweekly; in bulk,From both,4,"3,1,4,2",4,05 percent,0
22,Regular store,Medium,Emphasizes bakery,9241-VJHHX,Male,Self,No,Often; what's on sale,From mailings,1,"1,2,3,4",0,00 No value,102.47
22,Regular store,Medium,Emphasizes bakery,9241-VJHHX,Male,Self,No,Often; what's on sale,From mailings,2,"1,2,3,4",1,05 percent,109.39
22,Regular store,Medium,Emphasizes bakery,9241-VJHHX,Male,Self,No,Often; what's on sale,From mailings,3,"1,2,3,4",2,15 percent,103.22
22,Regular store,Medium,Emphasizes bakery,9241-VJHHX,Male,Self,No,Often; what's on sale,From mailings,4,"1,2,3,4",3,25 percent,93.42
22,Regular store,Medium,Emphasizes bakery,1605-OPWNH,Female,Self and spouse,Yes,Weekly; similar items,From newspaper,1,"4,3,2,1",0,25 percent,163.69
22,Regular store,Medium,Emphasizes bakery,1605-OPWNH,Female,Self and spouse,Yes,Weekly; similar items,From newspaper,2,"4,3,2,1",4,15 percent,132.47
22,Regular store,Medium,Emphasizes bakery,1605-OPWNH,Female,Self and spouse,Yes,Weekly; similar items,From newspaper,3,"4,3,2,1",3,05 percent,142.28
22,Regular store,Medium,Emphasizes bakery,1605-OPWNH,Female,Self and spouse,Yes,Weekly; similar items,From newspaper,4,"4,3,2,1",2,00 No value,136.86
23,Regular store,Large,No emphasis,2045-IWDFF,Female,Self and family,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,161.05
23,Regular store,Large,No emphasis,2045-IWDFF,Female,Self and family,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,177.97
23,Regular store,Large,No emphasis,2045-IWDFF,Female,Self and family,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,139.92
23,Regular store,Large,No emphasis,2045-IWDFF,Female,Self and family,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,164.47
23,Regular store,Large,No emphasis,3614-ATKGN,Male,Self and spouse,No,Weekly; similar items,From both,1,"4,3,2,1",0,25 percent,117.33
23,Regular store,Large,No emphasis,3614-ATKGN,Male,Self and spouse,No,Weekly; similar items,From both,2,"4,3,2,1",4,15 percent,100.11
23,Regular store,Large,No emphasis,3614-ATKGN,Male,Self and spouse,No,Weekly; similar items,From both,3,"4,3,2,1",3,05 percent,108.73
23,Regular store,Large,No emphasis,3614-ATKGN,Male,Self and spouse,No,Weekly; similar items,From both,4,"4,3,2,1",2,00 No value,85.42
23,Regular store,Large,No emphasis,7854-YLSSZ,Male,Self,No,Weekly; similar items,From both,1,"1,2,3,4",0,00 No value,101.51
23,Regular store,Large,No emphasis,7854-YLSSZ,Male,Self,No,Weekly; similar items,From both,2,"1,2,3,4",1,05 percent,113.57
23,Regular store,Large,No emphasis,7854-YLSSZ,Male,Self,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,119.2
23,Regular store,Large,No emphasis,7854-YLSSZ,Male,Self,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,120.92
23,Regular store,Large,No emphasis,4071-UMFLO,Female,Self and family,No,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,140.5
23,Regular store,Large,No emphasis,4071-UMFLO,Female,Self and family,No,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,145.5
23,Regular store,Large,No emphasis,4071-UMFLO,Female,Self and family,No,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,125.37
23,Regular store,Large,No emphasis,4071-UMFLO,Female,Self and family,No,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,131.08
23,Regular store,Large,No emphasis,0308-CBDUY,Female,Self and spouse,No,Biweekly; in bulk,From mailings,1,"2,4,1,3",0,05 percent,0
23,Regular store,Large,No emphasis,0308-CBDUY,Female,Self and spouse,No,Biweekly; in bulk,From mailings,2,"2,4,1,3",2,25 percent,240.28
23,Regular store,Large,No emphasis,0308-CBDUY,Female,Self and spouse,No,Biweekly; in bulk,From mailings,3,"2,4,1,3",4,00 No value,0
23,Regular store,Large,No emphasis,0308-CBDUY,Female,Self and spouse,No,Biweekly; in bulk,From mailings,4,"2,4,1,3",1,15 percent,229.34
23,Regular store,Large,No emphasis,8253-HRUTN,Female,Self,No,Often; what's on sale,From mailings,1,"4,3,2,1",0,25 percent,96.89
23,Regular store,Large,No emphasis,8253-HRUTN,Female,Self,No,Often; what's on sale,From mailings,2,"4,3,2,1",4,15 percent,87.18
23,Regular store,Large,No emphasis,8253-HRUTN,Female,Self,No,Often; what's on sale,From mailings,3,"4,3,2,1",3,05 percent,77.29
23,Regular store,Large,No emphasis,8253-HRUTN,Female,Self,No,Often; what's on sale,From mailings,4,"4,3,2,1",2,00 No value,73.36
23,Regular store,Large,No emphasis,9765-EZDGJ,Male,Self,Yes,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,196.28
23,Regular store,Large,No emphasis,9765-EZDGJ,Male,Self,Yes,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,0
23,Regular store,Large,No emphasis,9765-EZDGJ,Male,Self,Yes,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,208.47
23,Regular store,Large,No emphasis,9765-EZDGJ,Male,Self,Yes,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,0
24,Regular store,Large,Emphasizes deli,3271-AHVGA,Female,Self and spouse,No,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,155.77
24,Regular store,Large,Emphasizes deli,3271-AHVGA,Female,Self and spouse,No,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,135.45
24,Regular store,Large,Emphasizes deli,3271-AHVGA,Female,Self and spouse,No,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,137.56
24,Regular store,Large,Emphasizes deli,3271-AHVGA,Female,Self and spouse,No,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,123.46
24,Regular store,Large,Emphasizes deli,6021-UVLTW,Female,Self and family,No,Biweekly; in bulk,From newspaper,1,"3,1,4,2",0,15 percent,275.26
24,Regular store,Large,Emphasizes deli,6021-UVLTW,Female,Self and family,No,Biweekly; in bulk,From newspaper,2,"3,1,4,2",3,00 No value,0
24,Regular store,Large,Emphasizes deli,6021-UVLTW,Female,Self and family,No,Biweekly; in bulk,From newspaper,3,"3,1,4,2",1,25 percent,273.55
24,Regular store,Large,Emphasizes deli,6021-UVLTW,Female,Self and family,No,Biweekly; in bulk,From newspaper,4,"3,1,4,2",4,05 percent,9.43
24,Regular store,Large,Emphasizes deli,6485-FEKEY,Male,Self,No,Weekly; similar items,From mailings,1,"1,2,3,4",0,00 No value,116.55
24,Regular store,Large,Emphasizes deli,6485-FEKEY,Male,Self,No,Weekly; similar items,From mailings,2,"1,2,3,4",1,05 percent,120.36
24,Regular store,Large,Emphasizes deli,6485-FEKEY,Male,Self,No,Weekly; similar items,From mailings,3,"1,2,3,4",2,15 percent,127.85
24,Regular store,Large,Emphasizes deli,6485-FEKEY,Male,Self,No,Weekly; similar items,From mailings,4,"1,2,3,4",3,25 percent,123.97
24,Regular store,Large,Emphasizes deli,0826-YWEHA,Female,Self,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,89.1
24,Regular store,Large,Emphasizes deli,0826-YWEHA,Female,Self,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,89.6
24,Regular store,Large,Emphasizes deli,0826-YWEHA,Female,Self,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,71.93
24,Regular store,Large,Emphasizes deli,0826-YWEHA,Female,Self,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,98.97
24,Regular store,Large,Emphasizes deli,6443-OCYGL,Male,Self,No,Weekly; similar items,From mailings,1,"1,2,3,4",0,00 No value,85.97
24,Regular store,Large,Emphasizes deli,6443-OCYGL,Male,Self,No,Weekly; similar items,From mailings,2,"1,2,3,4",1,05 percent,91.32
24,Regular store,Large,Emphasizes deli,6443-OCYGL,Male,Self,No,Weekly; similar items,From mailings,3,"1,2,3,4",2,15 percent,87.97
24,Regular store,Large,Emphasizes deli,6443-OCYGL,Male,Self,No,Weekly; similar items,From mailings,4,"1,2,3,4",3,25 percent,93.76
24,Regular store,Large,Emphasizes deli,4264-PTGWJ,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,132.93
24,Regular store,Large,Emphasizes deli,4264-PTGWJ,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,93.52
24,Regular store,Large,Emphasizes deli,4264-PTGWJ,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,129.38
24,Regular store,Large,Emphasizes deli,4264-PTGWJ,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,110.95
24,Regular store,Large,Emphasizes deli,4743-IFIXH,Female,Self,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,107.59
24,Regular store,Large,Emphasizes deli,4743-IFIXH,Female,Self,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,124.55
24,Regular store,Large,Emphasizes deli,4743-IFIXH,Female,Self,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,101.1
24,Regular store,Large,Emphasizes deli,4743-IFIXH,Female,Self,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,130.68
24,Regular store,Large,Emphasizes deli,5978-OQWCJ,Female,Self and family,No,Biweekly; in bulk,From both,1,"3,1,4,2",0,15 percent,319.43
24,Regular store,Large,Emphasizes deli,5978-OQWCJ,Female,Self and family,No,Biweekly; in bulk,From both,2,"3,1,4,2",3,00 No value,10.07
24,Regular store,Large,Emphasizes deli,5978-OQWCJ,Female,Self and family,No,Biweekly; in bulk,From both,3,"3,1,4,2",1,25 percent,319.62
24,Regular store,Large,Emphasizes deli,5978-OQWCJ,Female,Self and family,No,Biweekly; in bulk,From both,4,"3,1,4,2",4,05 percent,0
24,Regular store,Large,Emphasizes deli,4771-ETRPA,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"1,2,3,4",0,00 No value,136.01
24,Regular store,Large,Emphasizes deli,4771-ETRPA,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"1,2,3,4",1,05 percent,141.48
24,Regular store,Large,Emphasizes deli,4771-ETRPA,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"1,2,3,4",2,15 percent,138.65
24,Regular store,Large,Emphasizes deli,4771-ETRPA,Male,Self and spouse,No,Weekly; similar items,From newspaper,4,"1,2,3,4",3,25 percent,147.57
25,Regular store,Large,Emphasizes produce,0468-UXXSU,Male,Self and spouse,No,Weekly; similar items,No,1,"1,2,3,4",0,00 No value,96.01
25,Regular store,Large,Emphasizes produce,0468-UXXSU,Male,Self and spouse,No,Weekly; similar items,No,2,"1,2,3,4",1,05 percent,91.54
25,Regular store,Large,Emphasizes produce,0468-UXXSU,Male,Self and spouse,No,Weekly; similar items,No,3,"1,2,3,4",2,15 percent,99.45
25,Regular store,Large,Emphasizes produce,0468-UXXSU,Male,Self and spouse,No,Weekly; similar items,No,4,"1,2,3,4",3,25 percent,97.75
25,Regular store,Large,Emphasizes produce,8554-LZLHI,Male,Self,No,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,100.93
25,Regular store,Large,Emphasizes produce,8554-LZLHI,Male,Self,No,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,86.58
25,Regular store,Large,Emphasizes produce,8554-LZLHI,Male,Self,No,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,81.49
25,Regular store,Large,Emphasizes produce,8554-LZLHI,Male,Self,No,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,77.77
25,Regular store,Large,Emphasizes produce,8308-OQGCY,Male,Self,No,Often; what's on sale,From mailings,1,"3,1,4,2",0,15 percent,98.86
25,Regular store,Large,Emphasizes produce,8308-OQGCY,Male,Self,No,Often; what's on sale,From mailings,2,"3,1,4,2",3,00 No value,80.41
25,Regular store,Large,Emphasizes produce,8308-OQGCY,Male,Self,No,Often; what's on sale,From mailings,3,"3,1,4,2",1,25 percent,97.93
25,Regular store,Large,Emphasizes produce,8308-OQGCY,Male,Self,No,Often; what's on sale,From mailings,4,"3,1,4,2",4,05 percent,86.11
25,Regular store,Large,Emphasizes produce,0585-UQRUA,Male,Self and family,No,Weekly; similar items,No,1,"1,2,3,4",0,00 No value,116.27
25,Regular store,Large,Emphasizes produce,0585-UQRUA,Male,Self and family,No,Weekly; similar items,No,2,"1,2,3,4",1,05 percent,104.79
25,Regular store,Large,Emphasizes produce,0585-UQRUA,Male,Self and family,No,Weekly; similar items,No,3,"1,2,3,4",2,15 percent,105.08
25,Regular store,Large,Emphasizes produce,0585-UQRUA,Male,Self and family,No,Weekly; similar items,No,4,"1,2,3,4",3,25 percent,115.44
25,Regular store,Large,Emphasizes produce,9536-PCPED,Male,Self and family,No,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,196.36
25,Regular store,Large,Emphasizes produce,9536-PCPED,Male,Self and family,No,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,143.9
25,Regular store,Large,Emphasizes produce,9536-PCPED,Male,Self and family,No,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,161.67
25,Regular store,Large,Emphasizes produce,9536-PCPED,Male,Self and family,No,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,140.86
25,Regular store,Large,Emphasizes produce,4120-DWXJU,Male,Self and family,No,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,156.16
25,Regular store,Large,Emphasizes produce,4120-DWXJU,Male,Self and family,No,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,109.68
25,Regular store,Large,Emphasizes produce,4120-DWXJU,Male,Self and family,No,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,146.76
25,Regular store,Large,Emphasizes produce,4120-DWXJU,Male,Self and family,No,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,127.94
25,Regular store,Large,Emphasizes produce,5281-NLTWZ,Male,Self and family,No,Weekly; similar items,From newspaper,1,"3,1,4,2",0,15 percent,120.18
25,Regular store,Large,Emphasizes produce,5281-NLTWZ,Male,Self and family,No,Weekly; similar items,From newspaper,2,"3,1,4,2",3,00 No value,96.98
25,Regular store,Large,Emphasizes produce,5281-NLTWZ,Male,Self and family,No,Weekly; similar items,From newspaper,3,"3,1,4,2",1,25 percent,129.31
25,Regular store,Large,Emphasizes produce,5281-NLTWZ,Male,Self and family,No,Weekly; similar items,From newspaper,4,"3,1,4,2",4,05 percent,99.41
25,Regular store,Large,Emphasizes produce,2466-LXCEY,Male,Self and family,No,Often; what's on sale,From both,1,"2,4,1,3",0,05 percent,134.7
25,Regular store,Large,Emphasizes produce,2466-LXCEY,Male,Self and family,No,Often; what's on sale,From both,2,"2,4,1,3",2,25 percent,167.22
25,Regular store,Large,Emphasizes produce,2466-LXCEY,Male,Self and family,No,Often; what's on sale,From both,3,"2,4,1,3",4,00 No value,132.32
25,Regular store,Large,Emphasizes produce,2466-LXCEY,Male,Self and family,No,Often; what's on sale,From both,4,"2,4,1,3",1,15 percent,175.67
26,Regular store,Small,Emphasizes produce,6124-HXDJI,Male,Self,Yes,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,148.84
26,Regular store,Small,Emphasizes produce,6124-HXDJI,Male,Self,Yes,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,163.37
26,Regular store,Small,Emphasizes produce,6124-HXDJI,Male,Self,Yes,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,131.59
26,Regular store,Small,Emphasizes produce,6124-HXDJI,Male,Self,Yes,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,183.16
26,Regular store,Small,Emphasizes produce,4188-WCJWV,Female,Self,No,Biweekly; in bulk,From both,1,"4,3,2,1",0,25 percent,0
26,Regular store,Small,Emphasizes produce,4188-WCJWV,Female,Self,No,Biweekly; in bulk,From both,2,"4,3,2,1",4,15 percent,230
26,Regular store,Small,Emphasizes produce,4188-WCJWV,Female,Self,No,Biweekly; in bulk,From both,3,"4,3,2,1",3,05 percent,0
26,Regular store,Small,Emphasizes produce,4188-WCJWV,Female,Self,No,Biweekly; in bulk,From both,4,"4,3,2,1",2,00 No value,212.57
26,Regular store,Small,Emphasizes produce,1685-QWCKX,Male,Self,No,Often; what's on sale,From both,1,"1,2,3,4",0,00 No value,111.95
26,Regular store,Small,Emphasizes produce,1685-QWCKX,Male,Self,No,Often; what's on sale,From both,2,"1,2,3,4",1,05 percent,121.67
26,Regular store,Small,Emphasizes produce,1685-QWCKX,Male,Self,No,Often; what's on sale,From both,3,"1,2,3,4",2,15 percent,121.15
26,Regular store,Small,Emphasizes produce,1685-QWCKX,Male,Self,No,Often; what's on sale,From both,4,"1,2,3,4",3,25 percent,133.39
26,Regular store,Small,Emphasizes produce,8112-GGKWP,Male,Self,No,Weekly; similar items,From mailings,1,"1,2,3,4",0,00 No value,110.13
26,Regular store,Small,Emphasizes produce,8112-GGKWP,Male,Self,No,Weekly; similar items,From mailings,2,"1,2,3,4",1,05 percent,124.61
26,Regular store,Small,Emphasizes produce,8112-GGKWP,Male,Self,No,Weekly; similar items,From mailings,3,"1,2,3,4",2,15 percent,116.56
26,Regular store,Small,Emphasizes produce,8112-GGKWP,Male,Self,No,Weekly; similar items,From mailings,4,"1,2,3,4",3,25 percent,127.57
27,Regular store,Small,Emphasizes bakery,9061-IIMUT,Male,Self and spouse,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,140.71
27,Regular store,Small,Emphasizes bakery,9061-IIMUT,Male,Self and spouse,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,162.53
27,Regular store,Small,Emphasizes bakery,9061-IIMUT,Male,Self and spouse,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,127.53
27,Regular store,Small,Emphasizes bakery,9061-IIMUT,Male,Self and spouse,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,151.34
27,Regular store,Small,Emphasizes bakery,8541-DSAOU,Male,Self and family,Yes,Weekly; similar items,From mailings,1,"3,1,4,2",0,15 percent,169.78
27,Regular store,Small,Emphasizes bakery,8541-DSAOU,Male,Self and family,Yes,Weekly; similar items,From mailings,2,"3,1,4,2",3,00 No value,200.59
27,Regular store,Small,Emphasizes bakery,8541-DSAOU,Male,Self and family,Yes,Weekly; similar items,From mailings,3,"3,1,4,2",1,25 percent,202.22
27,Regular store,Small,Emphasizes bakery,8541-DSAOU,Male,Self and family,Yes,Weekly; similar items,From mailings,4,"3,1,4,2",4,05 percent,186.58
27,Regular store,Small,Emphasizes bakery,1292-DMLIO,Male,Self and spouse,No,Biweekly; in bulk,No,1,"3,1,4,2",0,15 percent,6.85
27,Regular store,Small,Emphasizes bakery,1292-DMLIO,Male,Self and spouse,No,Biweekly; in bulk,No,2,"3,1,4,2",3,00 No value,218.78
27,Regular store,Small,Emphasizes bakery,1292-DMLIO,Male,Self and spouse,No,Biweekly; in bulk,No,3,"3,1,4,2",1,25 percent,0
27,Regular store,Small,Emphasizes bakery,1292-DMLIO,Male,Self and spouse,No,Biweekly; in bulk,No,4,"3,1,4,2",4,05 percent,228.41
27,Regular store,Small,Emphasizes bakery,0175-NWHEL,Male,Self and spouse,Yes,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,120.98
27,Regular store,Small,Emphasizes bakery,0175-NWHEL,Male,Self and spouse,Yes,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,133.29
27,Regular store,Small,Emphasizes bakery,0175-NWHEL,Male,Self and spouse,Yes,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,107.01
27,Regular store,Small,Emphasizes bakery,0175-NWHEL,Male,Self and spouse,Yes,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,107.61
27,Regular store,Small,Emphasizes bakery,3035-IKTOY,Male,Self and family,No,Biweekly; in bulk,From both,1,"4,3,2,1",0,25 percent,6.55
