NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,Chapter,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysFiledTo363,DaysEmergeToRefile,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,DipLoan,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyPct,InterCompanyDistrib,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
"Kimball Hill, Inc.",liquidating after confirmation,881.408,,,881.408,1037,,936,795.473,US49427TAD00,0.5,5.5,-5,08-10095,,,C. Kenneth Love,last confirmed as CEO on 12/2/2008,NoReplace,11,0001357062,,,Chicago,Chicago,,yes,Kurtzman Carson Consultants LLC,,,yes,Akin Gump,Akin Gump Strauss Hauer & Feld LLP / Shaw Gussis Fishman Glantz Wolfson & Towbin LLC,,no,,,,no,,,,212.709,213.8,49427T,,9/30/2007,,,9/30/2007,9/30/2007#http://edgar.sec.gov/Archives/edgar/data/1357062/000104746908000291/0001047469-08-000291-index.htm#,,,,,,,10/1/2007,,5/1/2008,,3/12/2009,,5/13/2008,1/21/2009,3/12/2009,3/24/2009,,,4/23/2008,10/1/1986,,,,,,,323,OT,Kirkland Ellis,Kirkland & Ellis LLP,,"Houlihan Lokey Howard & Zukin, Inc.",Kimball Hill Inc.,51.851594,,,,yes,yes,confirmed,IL ND,,,,,,1118,yes,yes,yes,-261.833,-308.1105744,,,,no,no,748,,1,,no,,no,no,39,,,100.697,105.447,,102.572,104.362,103.302,102.581,174478,,Rolling Meadows,8.03578E-05,24436,IL Chicago,653,IL,22,28,,,IL,,,,IL ND,Susan Pierson Sonderby,Susan Pierson Sonderby,669,,,669,787.2421515,,743.5460935,631.867,3,4,,10.76666667,,liquidated,,,,free fall,177,3.25,8.25,3.25,7.75,3.25,5.25,,,No. No 10k for any years,,not emerged 5,yes,,no,no,no,no,894.7,,,894.7,1052833413,,No,Operative Builders,C: Construction,153 Operative Builders,15 Building Construction General Contractors And Operative Builders,1531,,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,304090000,voluntary,2009,2009,,2008,
Kinder Care Learning Centers Inc.,Prosperous 2001,486.942,500.929,556,486.942,863,457.388,896,505.7,,,,,92-04393,,,Tull Gearreald,,Replaced,11,,,,Montgomery,Montgomery,,,,,,yes,Kramer Levin,"Kramer, Levin, Naftalis, Nessen, Kamin& Frankel",,no,,,,no,,,,143.6,142,494521,305,1/3/1992,12/28/1990,12/29/1989,1/3/1992,,,,5/28/1993,,6/3/1994,,2/2/1991,6/15/1995,11/10/1992,,3/16/1993,,,1/27/1993,3/16/1993,3/31/1993,3/16/1993,,11/10/1992,4/15/1985,,,,,,,126,OT,Alston Bird,Alston & Bird LLP,,,,,,,,,,confirmed,AL MD,,,,,,302,yes,none,no,14.079,24.94441868,41.148,72.314,47.166,yes,yes,20500,21000,1,1,no,,no,no,32,,yes,66.746,66.623,,69.084,63.869,71.438,63.234,014835,014835,Montgomery,0.000735695,188713,AL Montgomery,787,AL,1,1,-50.708,19.83,DE,,,,AL MD,A. Pope Gordon,,521.106,484.417,,521.106,923.2677206,277.901,,,3,11,,4.2,,"Kinder-Care Learning Centers, Inc.",-50.708,17.433,1,prenegotiated,890,6,7.5,9,10,6,6,,,,,emerged no refile 5,yes,no,no,no,no,,411.04,396,344,411.04,728258672.7,488.726,No,Child Day Care Services,I: Services,835 Child Day Care Services,83 Social Services,8351,,Not tort,,,no,no,,,no,no,,,,,,256510000,voluntary,1993,1993,1993,1992,
"KIT digital, Inc.",,,501.737,,501.737,543,,,,,,,,13-11298,,,K. Peter Heiland,CEO end date after 2/7/2017,Replaced,11,0001076700,,,New York,New York,,yes,"American Legal Services, LLC",,,yes,Cooley,Cooley LLP,,yes,Brown Rudnick,Brown Rudnick LLP,,no,,,,233.877,232.531,482470,200,,12/31/2011,,12/31/2011,12/31/2011#http://www.sec.gov/Archives/edgar/data/1076700/000114420412019062/0001144204-12-019062-index.htm#,,,,,,,8/28/2012,3/21/2017,5/3/2013,,8/7/2013,,5/22/2013,6/15/2013,8/7/2013,8/16/2013,8/7/2013,,4/25/2013,9/5/2000,,,,,,,104,NY,Bracewell Giuliani,Bracewell & Giuliani LLP,,,JEC II Associates LLC,3,,,,yes,yes,confirmed,NY SD,,,,,,438,yes,yes,yes,14.124,15.28152768,29.036,,,yes,no,1450,,1,,,,,pending,26,,,108.293,107.501,,111.622,106.367,114.626,104.115,141240,,New York,0.026385198,8341122,NY New York,106,NY,1,1,-27.123,,DE,,,,NY SD,Robert E. Gerber,Robert E. Gerber,,148.067,,148.067,160.2017813,,,,8,4,,3.466666667,,"Piksel, Inc.",-27.123,,1,prenegotiated,1022,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,no,yes,no,,214.932,,214.932,232546679.9,,No,,I: Services,,89 Miscellaneous Services,8900,,Not tort,,,no,,,,,,,,,,,316128839,voluntary,2013,2013,2013,2013,
"Kitty Hawk, Inc.",,,983,,983,1442,47.259,,,,,,,00-42141,07-44536,,Tilmon J. Reeves,,Replaced,11,0000932110,0000932110,,Fort Worth,Fort Worth,Ft. Worth,,,,,yes,,,,no,,,,no,,,,180.7,171.5,498326,206,,12/31/1998,,12/31/1998,12/31/1998#http://edgar.sec.gov/Archives/edgar/data/932110/0000950134-99-002303-index.html#,,,12/31/2002,12/31/2002#http://edgar.sec.gov/Archives/edgar/data/932110/000093066103001321/0000930661-03-001321-index.htm#,12/31/2003,,4/20/2000,11/4/2002,5/15/2000,neither,8/5/2002,,,5/22/2002,8/5/2002,9/30/2002,8/5/2002,,5/1/2000,1/20/2000,10/15/2007,,,24,,1897,826,OT,Haynes Boone,,"Haynes and Boone, LLP",,,,,,,,no,confirmed,TX ND,,,,,,2634,yes,docs after date,no,70.306,103.1378771,125.788,1.776,-3.662,yes,yes,3500,670,,132,no,,yes,no,80,,yes,91.79,89.114,105.569,94.516,84.568,97.336,80.691,063755,063755,Dallas/Fort Worth Airport (Dallas),0.004212433,1188580,TX Fort Worth,1305,TX,19,26,16.642,-14.877,DE,,,,TX ND,Barbara J. Houser,Barbara J. Houser,,783.639,,783.639,1149.58699,27.996,,,8,5,10,27.53333333,,"Kitty Hawk, Inc.",16.642,322.36,,free fall,419,4,7.75,4.25,8.5,4.75,9,7.75,25.915,Yes,Refiled,emerged no refile 5,yes,,no,no,no,no,,715,631,715,1048894577,132.404,No,"Air Transportation, Nonscheduled","E: Transportation, Communications, Electric, Gas","452 Air Transportation, Nonscheduled",45 Transportation By Air,4522,,Not tort,,,no,no,,,yes,Official Committee of Unsecured Creditor; Wells Fargo,,,,,,282160000,voluntary,2002,2002,2002,2000,5.19726
Kmart Corp.,Postive increasing income until merged with Sears.,14630,,,14630,20783,6660,23137,16287,,,,,02-02474,,,Charles C. Conaway,,Replaced,11,0000056824,0001229206,,Chicago,Chicago,,,,,,yes,Otterbourg Steindler,"Otterbourg, Steindler, Houston & Rosen, P .C.",,yes,,,,no,,,,183.8,177.1,812350,106,1/31/2001,,,1/31/2001,1/31/2001#http://edgar.sec.gov/Archives/edgar/data/56824/000095012401001450/0000950124-01-001450-index.htm#,1/29/2002,1/29/2002#http://edgar.sec.gov/Archives/edgar/data/56824/000095012402001856/0000950124-02-001856-index.htm#,1/28/2004,1/28/2004#http://edgar.sec.gov/Archives/edgar/data/1229206/000095012404001001/0000950124-04-001001-index.htm#,1/26/2005,,5/15/2000,3/11/2002,2/1/2002,,4/22/2003,,1/22/2002,2/25/2003,4/22/2003,5/6/2003,4/22/2003,3/20/2002,1/22/2002,10/1/1986,,,,,,,455,OT,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom",,,,,,,,,yes,confirmed,IL ND,,,,,,10871,yes,yes,no,683,970.2687973,1460,639,409,yes,yes,252000,158000,1,1,no,,no,fee review committee,83,merged,yes,92.986,90.844,,96.617,89.422,99.586,87.409,006307,006307,Troy,0.000281476,80961,MI Detroit,435,MI,236,24,-244,-618,MI,,,,IL ND,Susan Pierson Sonderby,Susan Pierson Sonderby,7660,,,7660,10881.78475,4947,14700.35361,10348,4,1,,15.16666667,,Kmart Holding Corp.,-244,-628,37,free fall,521,4,9,5.75,8.5,4.25,4.75,,163,,,emerged no refile 5,yes,,yes,no,yes,no,37028,,,37028,52601922439,19701,Yes,Variety Stores,G: Retail Trade,533 Variety Stores,53 General Merchandise Stores,5331,,Not tort,,,no,no,,,no,no,AlixPartners,,,,,287630000,voluntary,2003,2003,2003,2002,
Koger Properties Inc.,Prosperous 2001,634.146,741.427,674,634.146,1163,615.089,943,514.4,,,,,91-12294,,,Jack H. Chambers,End date is effective date of merger; corresponds with independent evidence of 12/1993 departure,NoReplace,11,,0000835664,,Tampa,Tampa,,,,,,yes,Kilpatrick Cody,Kilpatrick & Cody,,no,,,,no,,,,145.8,137.2,500230,107,3/31/1991,3/31/1990,3/31/1989,3/31/1991,,,,12/31/1993,,12/31/1994,,7/16/1991,12/21/1993,10/16/1991,,12/8/1993,,,,12/8/1993,12/21/1993,12/8/1993,,9/25/1991,7/1/1963,,,,,,,805,OT,Willkie Farr,Willkie Farr & Gallagher,,,,,,,,,,confirmed,FL MD,,,,,,1945,yes,none,no,22.7,41.62571137,79.464,,13.923,yes,yes,267,242,1,1,yes,,yes,no,41,,no information in 10-K,68.418,63.62,,71.263,63.793,72.696,62.748,006490,014791,Jacksonville,0.002550672,645269,FL Jacksonville,735,FL,162,1,-10.393,2.452,FL,,,,FL MD,Alexander L. Paskay,,657.263,705.03,,657.263,1205.24405,339.639,,,12,9,,26.83333333,,"Koger Equity, Inc.",-9.687,2.452,2,free fall,790,8.5,10,8.75,10.5,6,8,,,,,emerged no refile 5,yes,,no,no,no,,206.443,158,140,206.443,378561089.5,100.376,Yes,Operators of Nonresidential Buildings,"H: Finance, Insurance, And Real Estate",651 Real Estate Operators (except Developers) And,65 Real Estate,6512,,Not tort,,,no,no,,,no,no,,,,,,252980000,voluntary,1993,1993,1993,1991,
"Koll Real Estate Group, Inc.","Name change May 1, 1998 to California Coastal Communities; main operating sub Hearthside Homes",272.2,272,414,272.2,427,173.3,427,272.2,,,,,97-01505,09-21712,,Donald M. Koll,,Replaced,11,0000840216,0000840216,,Wilmington,Wilmington,Santa Ana,,,,,no,,,,no,,,,no,,,,160.8,160.5,129915,203,12/31/1996,12/31/1995,12/31/1994,12/31/1996,12/31/1996#http://edgar.sec.gov/Archives/edgar/data/840216/0000912057-97-006335-index.html#,,,12/31/1997,12/31/1997#http://edgar.sec.gov/Archives/edgar/data/840216/0001047469-98-013052-index.html#,12/31/1998,,10/15/1996,3/30/1998,,,8/19/1997,,,5/1/1997,8/19/1997,9/2/1997,8/19/1997,,7/14/1997,5/21/1974,10/27/2009,,,,,4452,36,DE,McDermott Will,"McDermott, Will & Emery",,,,,,,,,no,confirmed,DE,,,,,,,yes,none,no,-5,-7.837632399,-3.8,-6.4,-6.6,yes,yes,125,172,1,1,no,,no,no,17,,yes,78.62,78.62,101.981,81.756,75.107,85.643,72.193,020237,020237,Newport Beach,0.000247533,67490,CA Santa Ana,2364,CA,2364,11,-28.9,-86.8,DE,,,,DE,Helen S. Balick,Helen S. Balick,271,,,271,424.799676,33.2,,,8,7,10,1.2,,"Koll Real Estate Group, Inc.",-28.9,9.1,1,prepackaged,706,8.5,8.25,8,8.75,8.5,8.5,3.25,3.4,Yes,Refiled,emerged no refile 5,yes,,no,no,no,no,44.8,34,21,44.8,70225186.29,2.1,Yes,Operative Builders,C: Construction,153 Operative Builders,15 Building Construction General Contractors And Operative Builders,1531,,Not tort,,,no,no,,,no,no,,,,,,272650000,voluntary,1997,1997,1997,1997,12.19726
"Komag, Inc.",Continuing in business July 2007,633.1,,,633.1,897,317.2,,,,,,,01-54143,,,Thian Hoo Tan,,Replaced,11,0000813347,0000813347,,San Jose,San Jose,,,,,,yes,Peitzman Glassman,"Peitzman, Glassman & Weg LLP",,no,,,,no,,,,179.8,177.5,500453,204,12/31/2000,,,12/31/2000,12/31/2000#http://edgar.sec.gov/Archives/edgar/data/813347/000109581101001736/0001095811-01-001736-index.htm#,12/31/2001,12/31/2001#http://edgar.sec.gov/Archives/edgar/data/813347/000089161802001482/0000891618-02-001482-index.htm#,12/29/2002,12/29/2002#http://edgar.sec.gov/Archives/edgar/data/813347/000089161803001228/0000891618-03-001228-index.htm#,12/28/2003,,8/15/1999,12/30/2006,9/10/2001,,5/9/2002,,,11/7/2001,5/9/2002,6/30/2002,5/9/2002,,8/24/2001,8/12/1988,,,,,,,258,OT,Hennigan Bennett,,"Hennigan, Bennett & Dorman LLP",,,,,,,,no,confirmed,CA ND,,,,,,622,yes,none,no,-33.002,-46.77694184,58.462,33.933,-21.637,yes,yes,5334,4353,1,1,no,,no,no,97,,yes,91.327,89.76,,92.986,89.189,96.617,85.643,013369,013369,San Jose,0.003158378,900043,CA San Jose,2488,CA,1,1,-71.83,318.005,DE,,,,CA ND,James R. Grube,James R. Grube,479.82,,,479.82,680.0955164,189.24,,,5,8,,8.6,,"Komag, Inc.",-68.058,270.496,,prenegotiated,326,4.25,9.5,4,8.25,4.75,6.5,,3.4,Yes,,emerged no refile 5,yes,,no,no,no,no,358.463,,,358.463,508084446.4,438.292,No,Magnetic and Optical Recording Media,D: Manufacturing,"369 Miscellaneous Electrical Machinery, Equipment, and Supplies",36 Electronic And Other Electrical Equipment And Components,3695,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2002,2002,2002,2001,
Laclede Steel Company (1998),"sold to Alton Steel Inc., 2/2003",313.82,,,313.82,481,,,,,,,,98-53121,01-48321,,Thomas E. Brew,,Replaced,11,0000057187,,,St. Louis,St. Louis,St. Louis,,,,,yes,Stroock Stroock,Stroock & Stroock & Lavan LLP,,no,,,,no,,,,174,164,505606,103,12/31/1997,,,12/31/1997,12/31/1997#http://edgar.sec.gov/Archives/edgar/data/57187/0000057187-98-000001-index.html#,9/30/1999,9/30/1999#http://edgar.sec.gov/Archives/edgar/data/57187/0000950124-00-000054-index.html#,,,,,2/26/1998,7/15/2000,12/8/1998,,12/15/2000,,,,12/15/2000,12/29/2000,12/15/2000,,11/30/1998,10/1/1986,7/27/2001,,,,,224,746,OT,Bryan Cave,,Bryan Cave LLP,,,,,,,,no,confirmed,MO ED,,,,,,883,yes,none,no,4.109,6.303506659,11.805,,,yes,no,1475,,685,,no,,no,no,31,,,89.717,83.171,89.76,90.074,79.223,91.821,75.927,006548,,St. Louis,0.001379445,380520,MO St. Louis,793,MO,1,1,-3.007,,DE,,,,MO ED,Barry S. Schermer,Barry S. Schermer,292.719,,,292.719,449.0523645,,,,12,11,7,24.86666667,,Alton Steel Inc.,-3.007,,3,free fall,229,4.75,8.5,4.25,8.25,9.5,7.75,6.75,,No. No 10k for 2000,Refiled,emerged refile 5,yes,,yes,no,yes,no,,325,335,325,498573780.5,,No,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling",D: Manufacturing,"331 Steel Works, Blast Furnaces, And Rolling And",33 Primary Metal Industries,3312,,Not tort,,,no,no,,,no,no,,,,,,275850000,voluntary,2000,2000,2000,1998,0.613698
Ladish Co. Inc.,resumed 10-k filing in 1999,,,253.6,253.6,446,,326,185.4,,,,,93-20904,,,Robert F. Amter,Begin day is approximate,Replaced,11,,,,Milwaukee,Milwaukee,,,,,,yes,,,,no,,,,,,,,144,143.1,50599Y,933,,,12/31/1990,12/31/1990,,,,,,,,4/15/1992,7/2/1993,3/2/1993,,4/16/1993,,,,4/16/1993,,4/16/1993,,2/19/1993,2/3/1982,,,,,,,56,OT,Foley Lardner,Foley & Lardner,,,,,,,,,,confirmed,WI ED,,,,,,189,yes-pdf,none,no,33.543,58.97286013,45.819,,,yes,no,2700,,,,no,,no,no,25,,,67.173,66.746,,70.029,64.57,71.591,62.928,013632,066300,Cudahy,7.16759E-05,18630,WI Milwaukee,685,WI,8,6,6.271,,WI,,,,WI ED,James E. Shapiro,James E. Shapiro,,,,,,,,,4,2,,1.866666667,,Ladish Co.,7.24,,,prepackaged,262,6.25,6.5,9,9,6,6,,,,,emerged no refile 5,yes,,,no,,,197,,,197,346351055.2,,No,Iron and Steel Forgings,D: Manufacturing,346 Metal Forgings And Stampings,"34 Fabricated Metal Products, Except Machinery and Transportation Equipment",3462,,Not tort,,,no,no,,,no,no,,,,,,259920000,voluntary,1993,1993,1993,1993,
"LandAmerica Financial Group, Inc.",sold principle title insurance subsidiaries to Fidelity Nat'l Title during bankrupty,3853.7,,,3853.7,4565,,3939,3325.1,,,,,08-35994,,,"Theodore L. Chandler, Jr",,NoReplace,11,0000877355,,,Richmond,Richmond,,yes,"Epiq Bankruptcy Solutions, LLC",0,1245.474,yes,Bingham McCutchen,Bingham McCutchen LLP,,no,,,,no,,,,216.33,212.4,514936,103,12/31/2007,,,12/31/2007,12/31/2007#http://edgar.sec.gov/Archives/edgar/data/877355/000119312508041783/0001193125-08-041783-index.htm#,,,,,,,1/1/2007,1/15/2009,12/3/2008,,11/23/2009,,,10/13/2009,11/23/2009,12/7/2009,,,11/26/2008,9/11/2006,,,11/26/2008,,,,362,OT,McGuireWoods,McGuireWoods LLP / Willkie Farr & Gallagher LLP,,,,,,,,no,no,confirmed,VA ED,,0,0,382.247,0.306908856,2666,yes,yes,yes,41.8,49.51213936,110.9,,,no,no,11050,,1,,no,,no,no,39,,,101.981,102.064,,104.423,105.569,105.716,103.292,024503,,Glen Allen,4.37338E-05,13299,VA Richmond,185,VA,12,12,-54.1,,VA,,,,VA ED,Kevin R. Huennekens,Kevin R. Huennekens,2653,,,2653,3142.480998,,3363.745774,2839.8,11,11,,12.06666667,,liquidated,-54.1,,2,free fall,787,3.25,7.5,3.25,8.25,3.25,4,,,No. No 10k for any years,,not emerged 5,yes,,no,no,no,no,3705.8,,,3705.8,4389523589,,No,Title Insurance,"H: Finance, Insurance, And Real Estate",636 Title Insurance,63 Insurance Carriers,6361,,Not tort,,,no,no,,,no,no,Zolfo Cooper,Chief Restructuring Officer,Jonathan A. Mitchell,yes,manage,304090000,voluntary,2009,2009,,2008,
Laroche Industries Inc.,Acquired by Airgas Inc on 4/26/2005,,390,395,390,572,,594,404.667,,,,,00-01859,,,Harold W. Ingalls,,Replaced,11,0000797556,,,Wilmington,Wilmington,,,,,,yes,,,,no,,,,no,,,,177.5,171.5,517289,948,,2/28/1999,,2/28/1999,2/28/1999#http://edgar.sec.gov/Archives/edgar/data/797556/0000950144-99-007072-index.html#,2/28/2001,2/28/2001#http://edgar.sec.gov/Archives/edgar/data/797556/000091205701007826/0000912057-01-007826-index.htm#,,,,,10/15/1998,8/15/2001,10/10/2000,,8/23/2001,,5/31/2000,3/29/2001,8/23/2001,9/28/2001,8/23/2001,,5/3/2000,4/4/1986,,,,-28,,,477,DE,Young Conaway,,"Young, Conaway, Stargatt & Taylor LLP",,,,,,,,yes,confirmed,DE,,,,,,1339,yes,docs after date,no,-13.639,-20.00821418,9.133,,,yes,no,915,,695,,no,,no,no,80,,,89.76,89.114,,91.79,84.568,94.516,80.691,117721,,Atlanta,0.001476021,416474,GA Atlanta,642,GA,637,1,-32.968,,DE,,,,TX ND,John C. Akard,"Joseph J. Farnan, Jr.",,399.854,,399.854,586.5799892,,657.6304942,448.287,8,5,,15.9,,Laroche Industries,-40.518,,,free fall,136,4.75,7.75,4,8.5,6.5,9,,,No. No 10k for 2001.,,emerged no refile 5,yes,,no,no,no,no,,390,343,390,572124314.9,,Yes,,F: Wholesale Trade,516 Chemicals And Allied Products,51 Wholesale Trade-non-durable Goods,5160,,Not tort,,,no,no,,,no,no,,,,,,282160000,voluntary,2001,2001,2001,2000,
"Lason, Inc.","Acquired by Charterhouse Group in 2004, acquired by HOV Services, continuing as of November 2007",,836,,836,1190,77.547,215,150.826,,,,,01-11488,,,Ronald D. Risher,,NoReplace,11,0001020616,0001020616,,Wilmington,Wilmington,,,,,,yes,Lowenstein Sandler,Lowenstein & Sandler,,no,,,,no,,,,179.8,176.7,51808R,206,,12/31/1999,,12/31/1999,12/31/1999#http://edgar.sec.gov/Archives/edgar/data/1020616/0000950124-00-001862-index.html#,,,12/31/2002,12/31/2002#http://edgar.sec.gov/Archives/edgar/data/1020616/000095012403001041/0000950124-03-001041-index.htm#,12/31/2003,,5/15/2001,2/28/2007,12/19/2001,,5/17/2002,,,3/18/2002,5/17/2002,7/1/2002,5/17/2002,,12/5/2001,9/9/1998,,,,,,,163,DE,Mayer Brown,"Mayer, Brown & Platt",,,,,,,,,yes,confirmed,DE,,,,,,713,yes,yes,no,21.821,31.06905347,55.211,,,yes,yes,10300,3500,1,1,no,,no,no,97,,yes,91.327,90.074,,92.986,89.717,96.617,87.181,063741,063741,Troy,0.000284104,80961,MI Detroit,435,MI,440,24,-10.842,,DE,,,,DE,Mary F. Walrath,,,417,,417,593.7305942,75.011,519.3590742,364.766,5,12,,5.433333333,,"Lason, Inc.",-36.29,,,prenegotiated,739,4.25,9.5,4,8.5,4.75,5,,7,Yes,,emerged no refile 5,yes,,no,no,no,no,,480,,480,683430899.8,166.905,Yes,Management Consulting Services,I: Services,874 Management and Public Relations Services,"87 Engineering, Accounting, Research, Management, and Related Services",8742,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2002,2002,2002,2001,
"Lazy Days R.V. Center, Inc.",,,341,,341,397,,,,no data,,,,09-13911,,,John Horton,,Replaced,11,0001296937,,,Wilmington,Wilmington,,yes,"Epiq Bankruptcy Solutions, LLC",,,no,,,,no,,,,no,,,,215.949,216.2,52109F,,,12/31/2007,,12/31/2007,12/31/2007#http://edgar.sec.gov/Archives/edgar/data/1296937/000129693708000004/0001296937-08-000004-index.htm#,,,,,,,8/5/2005,10/15/2012,,,12/8/2009,,11/30/2009,9/4/2009,12/8/2009,12/22/2009,12/8/2009,,11/5/2009,3/13/2006,,,,,,,33,DE,Kirkland Ellis,Kirkland & Ellis LLP,,Macquarie Capital (USA) Inc.,"Bank of America, N.A., as administrative agent and collateral agent, Bank of America, N.A., and KeyBank National Association, as lenders",65,,,,yes,yes,confirmed,DE,,,,,,92,yes,yes,yes,16.384,19.06576222,,,,yes,no,680,,1,,no,,no,no,91,,,101.981,101.981,,104.423,102.064,105.716,105.569,999999,,Seffner,2.12635E-05,6523,FL Tampa,904,FL,899,16,,,FL,,,,DE,Kevin Gross,Kevin Gross,,269,,269,313.0303978,,,,12,11,,1.1,,"Lazy Days R.V. Center, Inc.",,,,prepackaged,598,3.25,4,3.25,7.5,3.25,3.25,,,No. No 10k for any years,,emerged no refile 5,yes,,yes,no,yes,no,,777.95,,777.95,905286237.7,,Yes,,G: Retail Trade,,55 Automotive Dealers and Gasoline Service Stations,5500,,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,306770000,voluntary,2009,2009,2009,2009,
Leap Wireless International Inc.,,2163.702,,,2163.702,2962,2090.482,3011,2200,US521863AB65,13,14,-1,03-03470,,,Henry P. White,,Replaced,11,0001065049,0001065049,,San Diego,San Diego,,,,,,yes,Kramer Levin,"Kramer, Levin, Naftalis & Frankely LLP / Irell & Manella",,denied,,,,no,,,,185,183.8,521863,308,12/31/2002,,,12/31/2002,12/31/2002#http://edgar.sec.gov/Archives/edgar/data/1065049/000093639203000472/0000936392-03-000472-index.htm#,,,12/31/2004,12/31/2004#http://edgar.sec.gov/Archives/edgar/data/1065049/000093639205000113/0000936392-05-000113-index.htm#,12/31/2005,,6/15/1998,6/15/2004,4/25/2003,,10/22/2003,,,7/30/2003,10/22/2003,8/16/2004,10/22/2003,,4/13/2003,3/5/1984,,,,,,,192,OT,Latham Watkins,Latham & Watkins LLP,,,,,,,,,no,confirmed,CA SD,,,,,,926,yes,yes,no,-411.222,-562.8864012,-123.28,222.75,-30.068,yes,yes,1439,1400,1,1,no,,no,no,57,,yes,95.371,92.986,,98.133,91.327,100.892,90.009,114484,114484,San Diego,0.004253214,1233900,CA San Diego,2350,CA,1,1,-664.799,904.561,DE,,,,CA SD,Louise D. Adler,Louise D. Adler,2460,,,2460,3367.282263,620.632,3422.03482,2500,10,4,,6.4,,Leap Wireless International Inc.,-664.799,904.561,,prenegotiated,459,4.75,4.75,6.75,8,4,4.25,,17.078,Yes,,emerged no refile 5,yes,,no,no,no,no,618.475,255.164,,618.475,846577194.2,914.663,No,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4813,,Not tort,,,no,no,,,no,no,,,,,,290110000,voluntary,2003,2003,2003,2003,
